start,transcript
176:0,here it'll be very hard I would think he's swinging. There's there's no budding here me to you've got to trust your guy two time MVP he's been thinking about this moment for six years now he's too good too
176:15,Even if he has a look great tonight.
176:30,pitch softer take right there that's as much softer take we talked a lot of times with him in the front foot how he's leaning to feel the weight of his front foot that was a lot smoother a lot softer.
176:45,Oh one one count though got to win this count good change of count. He's got a good one. He goes looks back at Ohtani the pitch is hit to left.
177:0,center field hit very well and it is off the wall.
177:15,Japan will play for the championship.
177:30,pitch 0 4 for three strikeouts
177:45,that's been thinking about it for six years now a moment in the world baseball classic he will never forget Murakami my oh my a country that is.
178:0,is going absolutely crazy in Japan. It started with Shohei Ohtani and ended with a two time MVP Mr. Murakami. And you just feel horrible for the players.
178:15,from Mexico who spilled their guts out on the field tonight and all tournament but in the end Japan dug deep and Shohei Ohtani will play one.
178:30,one more game in this world baseball classic after every game the bow.
178:45,as you could ever want to see
179:0,in the middle of everything and the acknowledgement to the team from Mexico for how well they play but what a swing by Morikami unbelievable he was a mess.
179:15,for most of this game a mess. But you've got to trust your best back after Shohei Ohtani. He wanted the moment. You can just tell he wanted it and he delivered.
179:30,what a game look at him still focused and now he notices he realized OK game over that's it
179:45,You know what? The two best teams are playing tomorrow. USA vs. Japan.
